StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,N/A_Browser,N/A_Version,N/A_Operating System,N/A_Resolution,Q1,Q2,Q3,Q91,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q76,Q12,Q13,Q15,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19,NetID,FirstName,LastName,PrimaryAffiliation,FullEmailAddress,NetIDEmail
2024-07-09 11:25:03,2024-07-09 11:25:04,Survey Test,,100,1,True,2024-07-09 11:25:04,R_1UkL8JtYF9ZgbUW,,,,,,,test,,accusamus,ultricies,elementum,convallis,Per? Magna,Eu! Vo,Junior,Pratt,"Physics,Slavic and Eurasian Studies,Statistical Science","Evolutionary Anthropology,Political Science",East Asian Studies,I don't know/Skip this question,"Research and Development,Academia/Higher Ed,Religion","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Fashion,Gaming",Career exploration and decision-making,Other,"Dance Team,Selective Living Groups (SLG)",Prefer not to answer,No preference,No,2,9,1,9,6,6,7,4,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:04,2024-07-09 11:25:04,Survey Test,,100,0,True,2024-07-09 11:25:04,R_6JsshohJXKRGSp0,,,,,,,test,,venenatis,scelerisque,tincidunt,dignissim,Eu commodo,Nonumm,Sophomore,Trinity,"Art History and Visual Arts,French Studies,Political Science","Computational Media,Marine Science and Conservation",Latinx Studies in the Global South,UK,"Politics / Government and public sector,Media, Entertainment, and Sports,Private Equity","None / Not listed,JD (Juris Doctorate/Law),MEng (Master of Engineering)","Performing Arts,Time with Friends",Skill development in a specific field,"Black or African-American,Hispanic or Latinx,Middle Eastern,White,Other",Greek Life (IFC/Panhel),Prefer not to answer,Yes,No,6,6,0,7,7,10,9,9,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:04,2024-07-09 11:25:04,Survey Test,,100,0,True,2024-07-09 11:25:04,R_af3nvF01AsnMQQe,,,,,,,test,,tincidunt,vulputate,temporibus,suspendisse,Ac sollici,Dolor!,Senior,Trinity,Italian and European Studies,"Asian American and Diaspora Studies,Russian Culture and Language,Sociology",Sustainability Engagement,Miami/Central Florida/Tampa Bay,"Marketing / Advertising,Hospitality and Tourism,Politics / Government and public sector","MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),DVM (Doctor of Veterinary Medicine)","Fashion,Gardening,Pets",Networking and professional connections,"Asian or Pacific islander,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Other,Prefer not to answer","Greek Life (IFC/Panhel),Student Athlete",No,No,Yes,3,6,4,10,5,8,8,10,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:04,2024-07-09 11:25:05,Survey Test,,100,1,True,2024-07-09 11:25:05,R_5yYfZoj7K8qdRXg,,,,,,,test,,ultricies,suspendisse,fermentum,dignissim,Temporibus,Ridicu,Senior,Pratt,"Art History and Visual Arts,Mechanical Engineering,Spanish Latin American and Latinx Studies",Biology,"Ethics and Society,Policy Journalism and Media Studies","Pacific Northwest/Seattle,Nashville TN","Arts / Creative Industries,Retail and e-commerce,Artificial Intelligence / Machine Learning / Data Science","MBA (Masters of Business Administration),JD (Juris Doctorate/Law),MFA (Master of Fine Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPA (Master of Public Administration),MPH (Master of Public Health),DVM (Doctor of Veterinary Medicine)",Gaming,"Skill development in a specific field,Networking and professional connections",Other,"NPHC (African American Greek letter organizations),Dance Team,Selective Living Groups (SLG)",Yes,Yes,Yes,1,7,4,3,4,4,7,2,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:05,2024-07-09 11:25:05,Survey Test,,100,0,True,2024-07-09 11:25:05,R_1SySNZUIhOh83zg,,,,,,,test,,ultricies,ridiculus,suspendisse,venenatis,Ante magna,Natoqu,Junior,Trinity,"Art History and Visual Arts,Public Policy Studies,Visual Arts","Asian American and Diaspora Studies,Asian and Middle Eastern Studies,Inequality Studies","Health Policy,Islamic Studies,Latin American Studies","Raliegh/Durham/Chapel Hill,Atlanta GA","Healthcare,Politics / Government and public sector,STEM","None / Not listed,MS (Master of Science),MeD (Master of Education),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPH (Master of Public Health),MEng (Master of Engineering)",Gaming,"Skill development in a specific field,Academic success and study skills,Personal growth and self-improvement","Black or African-American,Hispanic or Latinx,Prefer not to answer","Student Athlete,Selective Living Groups (SLG)",Prefer not to answer,No preference,Yes,7,5,5,1,7,3,7,4,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:05,2024-07-09 11:25:05,Survey Test,,100,0,True,2024-07-09 11:25:05,R_02RRq208MGkrkge,,,,,,,test,,fermentum,imperdiet,ullamcorper,venenatis,Egestas te,Vulput,Senior,Trinity,"English,Visual and Media Studies","Chemistry,Italian Studies",Policy Journalism and Media Studies,"Denver CO,EU",Nursing,"None / Not listed,MD (Doctor of Medicine),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Fashion,Gaming","Work-life balance and time management,Emotional support","Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Other,Prefer not to answer","NPHC (African American Greek letter organizations),Student Athlete,Selective Living Groups (SLG)",Prefer not to answer,No preference,Yes,3,0,2,5,2,7,9,1,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:06,2024-07-09 11:25:06,Survey Test,,100,0,True,2024-07-09 11:25:06,R_aa7js0yyLdFn4qi,,,,,,,test,,venenatis,vulputate,ullamcorper,venenatis,Dolor cons,Pharet,Senior,Pratt,"Interdisciplinary Engineering and Applied Sciences (IDEAS),Medieval and Renaissance Studies,Visual and Media Studies",Gender Sexuality and Feminist Studies,Latinx Studies in the Global South,"Nashville TN,Miami/Central Florida/Tampa Bay","Finance / Investment / Banking,Biotechnology,Physical Therapy","None / Not listed,MD (Doctor of Medicine),PhD (Doctor of Philosophy),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MSW (Master of Social Work),MPA (Master of Public Administration),MEng (Master of Engineering)",Movies/TV,"Career exploration and decision-making,Academic success and study skills",White,Student Athlete,No,No preference,No,4,6,5,5,6,9,5,5,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:06,2024-07-09 11:25:06,Survey Test,,100,0,True,2024-07-09 11:25:06,R_dmL698q1Q2RkwZM,,,,,,,test,,ultricies,phasellus,convallis,vulputate,"Faucibus. ",Per? U,Senior,Pratt,"Chemistry,Russian,Visual and Media Studies","Classical Civilization,Earth and Climate Sciences","Digital Intelligence,Innovation and Entrepreneurship,Science and the Public",Washington DC,"Healthcare,Food and beverage,Aerospace and Defense","MS (Master of Science),MHA (Master of Healthcare Administration),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)",Music/Dance,"Networking and professional connections,Academic success and study skills,Work-life balance and time management","Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Native American or American Indian","NPHC (African American Greek letter organizations),Student Athlete",Yes,Yes,Yes,9,4,1,1,7,3,4,10,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:06,2024-07-09 11:25:06,Survey Test,,100,0,True,2024-07-09 11:25:07,R_dgSfMtQVmRwVI0u,,,,,,,test,,convallis,tincidunt,dignissim,dignissim,"Suscipit. ",Pretiu,Senior,Trinity,Global Cultural Studies,Classical Civilization,"Policy Journalism and Media Studies,Sustainability Engagement",Nashville TN,"Construction,Veterinary Medicine","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),PhD (Doctor of Philosophy),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MPA (Master of Public Administration),MPH (Master of Public Health),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)",Cooking/Baking,Work-life balance and time management,"Asian or Pacific islander,Middle Eastern,Prefer not to answer","Multicultural Greek Council (MGC),Dance Team",Yes,No,Yes,4,4,7,6,9,6,3,1,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:07,2024-07-09 11:25:07,Survey Test,,100,0,True,2024-07-09 11:25:07,R_6tW2yYR09Kyd0pw,,,,,,,test,,tincidunt,temporibus,fermentum,dignissim,Velit ante,Tempor,Sophomore,Trinity,"Religious Studies,Romance Studies","Physics,Sociology","Architectural Engineering,Human Rights,Philosophy Politics and Economics",Philadelphia and Mid/Southern New Jersey,Environmental Science,"None / Not listed,JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MA (Master of Arts),MS (Master of Science),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)",Performing Arts,"Career exploration and decision-making,Academic success and study skills,Personal growth and self-improvement","Black or African-American,Hispanic or Latinx,White",Dance Team,No,No preference,No,5,2,3,2,2,5,4,5,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:07,2024-07-09 11:25:07,Survey Test,,100,0,True,2024-07-09 11:25:07,R_1EPigz1Nea01iGW,,,,,,,test,,ridiculus,porttitor,imperdiet,convallis,Porta vive,Turpis,Sophomore,Trinity,Environmental Engineering,Visual Arts,"Architectural Engineering,Ethics and Society,Markets and Management","Washington DC,Baltimore MD","Transportation and logistics,Product / Product Management / UX Design","None / Not listed,MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Gaming,Music/Dance,Time with Friends","Career exploration and decision-making,Networking and professional connections","White,Prefer not to answer","Multicultural Greek Council (MGC),Dance Team,Selective Living Groups (SLG)",Yes,No preference,No,3,6,6,3,5,1,6,6,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:07,2024-07-09 11:25:07,Survey Test,,100,0,True,2024-07-09 11:25:08,R_eQIEjZbeSo3XVzM,,,,,,,test,,consequat,consequat,imperdiet,fringilla,Tortor sod,Nonumm,Sophomore,Pratt,"German,Physics,Spanish Latin American and Latinx Studies",African and African American Studies,Health Policy,"New York City/Tri-State area,Southern California,Denver CO","Product / Product Management / UX Design,Venture Capital,Architecture and Design","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),MFA (Master of Fine Arts),MA (Master of Arts),MeD (Master of Education),MEM (Master of Engineering Management),MEM (Master of Environmental Management),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Fitness,Pets,Movies/TV","Work-life balance and time management,Emotional support","Asian or Pacific islander,Black or African-American,Native American or American Indian","Greek Life (IFC/Panhel),Dance Team",Prefer not to answer,Yes,Yes,9,3,3,3,6,1,9,9,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:08,2024-07-09 11:25:08,Survey Test,,100,0,True,2024-07-09 11:25:08,R_ezYuNTH263sIY86,,,,,,,test,,dignissim,elementum,convallis,ultricies,Atque. Pur,Tellus,Junior,Trinity,Religious Studies,"French Studies,Global Cultural Studies,Musical Theater",Science and the Public,India,"Journalism,Telecommunications","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering)","Fitness,Time with Friends","Skill development in a specific field,Personal growth and self-improvement","Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,White,Prefer not to answer","Dance Team,Selective Living Groups (SLG)",Prefer not to answer,No,No,2,1,4,5,1,5,8,7,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:08,2024-07-09 11:25:08,Survey Test,,100,0,True,2024-07-09 11:25:08,R_8uktJUEmqOJMYAK,,,,,,,test,,consectetuer,fermentum,ultricies,vulputate,"Lorem leo ","Vel, n",Junior,Trinity,Neuroscience,Marine Science and Conservation,"Health Policy,Materials Science and Engineering,Science and the Public","Atlanta GA,Pacific Northwest/Seattle,Nashville TN","Hospitality and Tourism,Dentistry","JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),Psy.D (Doctor of Psychology),MSN (Master of Science in Nursing),MPP (Masters of Public Policy),MSW (Master of Social Work),MPH (Master of Public Health),MM (Master in Management),DVM (Doctor of Veterinary Medicine)",Athletics/Playing Sports,"Skill development in a specific field,Networking and professional connections,Work-life balance and time management","Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Other,Prefer not to answer",NPHC (African American Greek letter organizations),Yes,No preference,Yes,2,9,6,10,6,4,3,8,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:08,2024-07-09 11:25:08,Survey Test,,100,0,True,2024-07-09 11:25:09,R_cIlfVVgl6opKMv4,,,,,,,test,,vestibulum,convallis,elementum,temporibus,Pretium. M,"Purus ",Sophomore,Pratt,Evolutionary Anthropology,"Economics,Inequality Studies,Neuroscience","Robotics and Automation,Science and the Public","Boston MA,Houston/Dallas/Austin,EU","Energy and Utilities,Veterinary Medicine,Military","MFA (Master of Fine Arts),MS (Master of Science),MeD (Master of Education),MPP (Masters of Public Policy),DVM (Doctor of Veterinary Medicine)",Visual Arts/Crafts,Work-life balance and time management,"Hispanic or Latinx,Native American or American Indian,White","Greek Life (IFC/Panhel),Dance Team",Prefer not to answer,No preference,Yes,6,7,3,1,1,6,10,8,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:09,2024-07-09 11:25:09,Survey Test,,100,0,True,2024-07-09 11:25:09,R_eK9zZoV7McTzYh0,,,,,,,test,,consectetuer,venenatis,sollicitudin,curabitur,Ligula nul,Primis,Senior,Pratt,"Music,Religious Studies","Global Health,Neuroscience","Aerospace Engineering,Sustainability Engagement","Southern California,Pacific Northwest/Seattle,China","Finance / Investment / Banking,Dentistry","MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health)","Family Time,Volunteering","Skill development in a specific field,Personal growth and self-improvement,Emotional support","Asian or Pacific islander,Hispanic or Latinx,Middle Eastern,Native American or American Indian,Other,Prefer not to answer","Greek Life (IFC/Panhel),Selective Living Groups (SLG)",Prefer not to answer,Yes,No,1,6,4,6,2,8,1,8,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:09,2024-07-09 11:25:09,Survey Test,,100,0,True,2024-07-09 11:25:09,R_3DlW1SCB6vL2pJs,,,,,,,test,,consectetuer,porttitor,consequat,accusamus,In aliquet,Vulput,Junior,Trinity,"Brazilian and Global Portuguese Studies,Linguistics and Computer Science","History,Mathematics,Medical Sociology","Child Policy Research,Ethics and Society","Boston MA,Baltimore MD","Medical,Agricultural and Food Science,Architecture and Design","MD (Doctor of Medicine),MA (Master of Arts),Psy.D (Doctor of Psychology),MeD (Master of Education),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MHA (Master of Healthcare Administration),MPH (Master of Public Health)",Performing Arts,"Skill development in a specific field,Work-life balance and time management,Emotional support","Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Other,Prefer not to answer","NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel),Selective Living Groups (SLG)",Prefer not to answer,No,Yes,7,4,10,3,2,6,6,8,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:09,2024-07-09 11:25:10,Survey Test,,100,1,True,2024-07-09 11:25:10,R_5iNj12LZJq91aWG,,,,,,,test,,ullamcorper,phasellus,imperdiet,imperdiet,Nibh conse,Facili,Sophomore,Trinity,"Art History and Visual Arts,International Comparative Studies,Religious Studies","Energy Engineering,Machine Learning and Artificial Intelligence,Photography",Philosophy Politics and Economics,"I don't know/Skip this question,Houston/Dallas/Austin","Manufacturing and engineering,STEM,Private Equity","MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MPH (Master of Public Health),DVM (Doctor of Veterinary Medicine)","Visual Arts/Crafts,Watching Sports","Skill development in a specific field,Networking and professional connections,Academic success and study skills",Other,,Yes,No,Yes,4,6,5,8,8,6,0,6,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:10,2024-07-09 11:25:10,Survey Test,,100,0,True,2024-07-09 11:25:10,R_0ONWKFShzOD6j3w,,,,,,,test,,elementum,curabitur,suspendisse,porttitor,Sem a. Con,Pellen,Sophomore,Pratt,"African and African American Studies,Environmental Sciences",Marine Science and Conservation,"Markets and Management,Policy Journalism and Media Studies","Charlotte NC,Miami/Central Florida/Tampa Bay",Dentistry,"None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Pets,Reading,Athletics/Playing Sports","Networking and professional connections,Work-life balance and time management,Emotional support","Asian or Pacific islander,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Prefer not to answer",Dance Team,No,No,No,6,7,8,10,7,9,8,3,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:10,2024-07-09 11:25:10,Survey Test,,100,0,True,2024-07-09 11:25:10,R_0ceCyDPpFmYqvoG,,,,,,,test,,vestibulum,venenatis,imperdiet,fermentum,Arcu neque,"Augue ",Senior,Pratt,"Civil Engineering,Computational Media,Statistical Science",Chemistry,"Islamic Studies,Materials Science and Engineering,Philosophy Politics and Economics","Southern California,Miami/Central Florida/Tampa Bay","Retail and e-commerce,Pharmaceutical","None / Not listed,MD (Doctor of Medicine),JD (Juris Doctorate/Law),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)",Family Time,"Career exploration and decision-making,Work-life balance and time management",Native American or American Indian,Selective Living Groups (SLG),Yes,Yes,No,6,3,1,3,9,0,1,5,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:11,2024-07-09 11:25:11,Survey Test,,100,0,True,2024-07-09 11:25:11,R_01z9LMrzZmI9JlA,,,,,,,test,,tincidunt,vulputate,consectetuer,tincidunt,"Ut mauris ",Dignis,Sophomore,Pratt,Computer Science,"Asian American and Diaspora Studies,Religious Studies,Visual Arts","Health Policy,Latinx Studies in the Global South,Markets and Management",Southern California,Pharmaceutical,"MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),MeD (Master of Education),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),DVM (Doctor of Veterinary Medicine)","Traveling,Volunteering,Performing Arts","Career exploration and decision-making,Academic success and study skills,Work-life balance and time management","Black or African-American,Hispanic or Latinx,Native American or American Indian,Other","NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel)",Yes,No,No,4,2,6,6,10,7,5,3,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:11,2024-07-09 11:25:11,Survey Test,,100,0,True,2024-07-09 11:25:11,R_0weD59FIqBnNIou,,,,,,,test,,venenatis,scelerisque,elementum,consequat,Consectetu,Eros m,Sophomore,Trinity,"Cultural Anthropology,Visual Arts","Brazilian and Global Portuguese Studies,Cinematic Arts,Theater Studies","Digital Intelligence,Documentary Studies,Science and the Public","Southern California,Charlotte NC,EU",Artificial Intelligence / Machine Learning / Data Science,"MD (Doctor of Medicine),PhD (Doctor of Philosophy),MS (Master of Science),MEM (Master of Engineering Management),MEM (Master of Environmental Management),MSW (Master of Social Work),MPA (Master of Public Administration),DVM (Doctor of Veterinary Medicine)","Visual Arts/Crafts,Time with Friends",Academic success and study skills,Middle Eastern,"Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Dance Team",No,No,No,4,9,7,10,9,1,3,8,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:11,2024-07-09 11:25:11,Survey Test,,100,0,True,2024-07-09 11:25:11,R_8wVi0Vk8uRKZ9qu,,,,,,,test,,porttitor,ultricies,dignissim,sollicitudin,Nulla ferm,Tempor,Sophomore,Trinity,"Global Health,Mathematics,Slavic and Eurasian Studies",Sociology,Materials Science and Engineering,"Philadelphia and Mid/Southern New Jersey,Houston/Dallas/Austin,India","Marketing / Advertising,Hospitality and Tourism,Veterinary Medicine","MD (Doctor of Medicine),MS (Master of Science),MSN (Master of Science in Nursing),MPP (Masters of Public Policy)","Fashion,Outdoor Activities/Hiking/Camping,Visual Arts/Crafts","Academic success and study skills,Work-life balance and time management","Asian or Pacific islander,Hispanic or Latinx,Native American or American Indian,White,Other,Prefer not to answer","NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel)",Prefer not to answer,Yes,No,7,1,10,8,0,7,5,6,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:12,2024-07-09 11:25:12,Survey Test,,100,0,True,2024-07-09 11:25:12,R_5cAELETEuF7XroO,,,,,,,test,,tincidunt,imperdiet,vulputate,pellentesque,A sceleris,Tempor,Junior,Pratt,Linguistics and Computer Science,"Classical Archaeology,Computational Biology and Bioinformatics,Italian Studies","Energy and the Environment,Latinx Studies in the Global South",Nashville TN,Academia/Higher Ed,"None / Not listed,MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)",Fishing/Hunting,"Skill development in a specific field,Academic success and study skills,Emotional support","Hispanic or Latinx,Native American or American Indian","NPHC (African American Greek letter organizations),Selective Living Groups (SLG)",Prefer not to answer,Yes,No,4,9,10,9,7,1,2,6,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:12,2024-07-09 11:25:12,Survey Test,,100,0,True,2024-07-09 11:25:12,R_0kqa2N8UQn0JxK6,,,,,,,test,,temporibus,dignissim,accusamus,malesuada,Tempora su,"Lorem,",Sophomore,Trinity,"Linguistics,Religious Studies","Asian American and Diaspora Studies,History","Latin American Studies,Policy Journalism and Media Studies","I don't know/Skip this question,New York City/Tri-State area,Baltimore MD","Technology / Software / IT,Architecture and Design","MD (Doctor of Medicine),MBA (Masters of Business Administration),MA (Master of Arts),MeD (Master of Education),MEM (Master of Engineering Management),MPH (Master of Public Health),MM (Master in Management)","Fashion,Visual Arts/Crafts,Watching Sports","Skill development in a specific field,Academic success and study skills,Work-life balance and time management","Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Other,Prefer not to answer",Multicultural Greek Council (MGC),No,No,Yes,0,4,0,9,7,4,5,2,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:12,2024-07-09 11:25:12,Survey Test,,100,0,True,2024-07-09 11:25:12,R_0whFSpnCUJUWU62,,,,,,,test,,accusamus,imperdiet,elementum,ridiculus,Suscipit t,Dolore,Sophomore,Pratt,Art History,"Asian and Middle Eastern Studies,Statistical Science",Markets and Management,"Atlanta GA,Chicago IL,UK","Biotechnology,Agricultural and Food Science",None / Not listed,"Fitness,Traveling,Visual Arts/Crafts",Emotional support,"Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Other,Prefer not to answer","NPHC (African American Greek letter organizations),Selective Living Groups (SLG)",No,No preference,Yes,1,9,3,10,6,6,3,6,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:13,2024-07-09 11:25:13,Survey Test,,100,0,True,2024-07-09 11:25:13,R_9NtAVNvvjqoLh4y,,,,,,,test,,temporibus,elementum,scelerisque,curabitur,Vel. Vehic,A mont,Junior,Trinity,Dance,Finance,Science and the Public,"Washington DC,China",Healthcare,"None / Not listed,MD (Doctor of Medicine),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MM (Master in Management),DVM (Doctor of Veterinary Medicine)","Traveling,Visual Arts/Crafts,Performing Arts",Academic success and study skills,"Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Other,Prefer not to answer",NPHC (African American Greek letter organizations),Yes,Yes,No,1,6,8,7,9,4,9,1,testemail@qemailserver.com,,,,,,
