StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,N/A_Browser,N/A_Version,N/A_Operating System,N/A_Resolution,Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q112,Q14,Q15,Q17,Q16,Q18,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q21
2024-07-09 11:27:14,2024-07-09 11:27:14,Survey Test,,100,0,True,2024-07-09 11:27:15,R_b8vwiQryWZydC0S,,,,,,,test,,,scelerisque,imperdiet,convallis,elementum,Pellentesq,testemail@qemailserver.com,Divinity School,"Class of 2003,Class of 1991,Class of 1956",4+,"Philosophy,Physics","Greek,Italian Studies,Political Science",Information Science and Information Studies,"Hospitality and tourism,International Relations","MBA (Masters of Business Administration),DVM (Doctor of Veterinary Medicine)","Cooking/Baking,Fashion,Fitness,Outdoor Activities/Hiking/Camping,Pets,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Time with Friends,Fishing/Hunting","Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support","White,Other","None of the below,NPHC (African American Greek letter organizations),Dance Team,Selective Living Groups (SLG)",Yes,No Preference,No,Pacific Northwest/Seattle,8,7,9,6,4,5,9,0,"Turpis massa, bibendum vitae wisi volutpat imperdiet sapien phasellus metus integer sodales! Venenatis montes."
2024-07-09 11:27:15,2024-07-09 11:27:15,Survey Test,,100,0,True,2024-07-09 11:27:15,R_7UsfF2sOTJruLQO,,,,,,,test,,,porttitor,malesuada,vulputate,dignissim,Scelerisqu,testemail@qemailserver.com,"School of Medicine,School of Nursing,School of Law","Class of 2014,Class of 1979",3,"Psychology,Visual Arts,Undecided","Energy Engineering,Environmental Sciences and Policy",Markets and Management,Fashion and apparel,"MA (Master of Arts),MHA (Master of Healthcare Administration)","Outdoor Activities/Hiking/Camping,Reading,Performing Arts,Fishing/Hunting","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Work-life balance and time management,Emotional support","Asian Pacific Islander,Native American or American Indian","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Dance Team",Yes,No Preference,Yes,Miami/Central Florida/Tampa Bay,9,9,8,10,3,9,4,2,Morbi. Dictumst venenatis massa dapibus phasellus sit. Euismod et placerat magnis convallis. Et consectetuer.
2024-07-09 11:27:15,2024-07-09 11:27:15,Survey Test,,100,0,True,2024-07-09 11:27:15,R_0OmM0qg1WHsw6Ro,,,,,,,test,,,suspendisse,venenatis,malesuada,consequat,Purus at d,testemail@qemailserver.com,"Pratt,Fuqua","Class of 1970,Class of 1959",4+,Global Health,"Greek,Linguistics,Medieval and Renaissance Studies","Information Science and Information Studies,Philosophy Politics and Economics","Healthcare,Product / Product Management / UX design","MBA (Masters of Business Administration),MA (Master of Arts),MPA (Master of Public Administration)","Gaming,Gardening,Pets,Visual Arts/Crafts,Movies/TV,Performing Arts,Fishing/Hunting","Career exploration and decision-making,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support","Black or African-American,White,Prefer not to answer","None of the below,NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel),Duke International Association (IA) / International students",No,Yes,No,Baltimore MD,4,9,3,3,0,4,9,0,Placerat accusamus aliquam ultrices. Urna ullamcorper interdum scelerisque aenean magnis diam vehicula dictumst.
2024-07-09 11:27:15,2024-07-09 11:27:16,Survey Test,,100,1,True,2024-07-09 11:27:16,R_24eaTaTyENviIXI,,,,,,,test,,,scelerisque,phasellus,fringilla,vestibulum,Id vivamus,testemail@qemailserver.com,"Trinity,Sanford,The Graduate School","Class of 2023,Class of 1975",3,"Computational Media,Italian and European Studies,Slavic and Eurasian Studies",Cinematic Arts,"None,Child Policy Research,Decision Sciences","Healthcare,Education","MS (Master of Science),MSN (Master of Science in Nursing),MHA (Master of Healthcare Administration)","Cooking/Baking,Family Time,Fashion,Fitness,Reading,Athletics/Playing Sports,Visual Arts/Crafts,Music/Dance,Fishing/Hunting","Skill development in a specific field,Networking and professional connections,Academic success and study skills,Work-life balance and time management,Emotional support","Asian Pacific Islander,Hispanic or Latinx,White","NPHC (African American Greek letter organizations),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",No,Yes,Yes,Northern California,8,2,1,1,2,4,0,3,Vehicula gravida donec. Proin suspendisse velit pharetra vulputate primis cras maecenas.
2024-07-09 11:27:16,2024-07-09 11:27:16,Survey Test,,100,0,True,2024-07-09 11:27:16,R_eheBHyFnvk9a5hQ,,,,,,,test,,,vulputate,temporibus,vestibulum,curabitur,Aenean con,testemail@qemailserver.com,"School of Nursing,Nicholas School of the Environment,DKU",Class of 1968,2,Electrical and Computer Engineering,French Studies,"Jewish Studies,Philosophy Politics and Economics","Transportation and logistics,Aerospace and Defense,Academia/Higher Ed",MSW (Master of Social Work),"Cooking/Baking,Family Time,Fashion,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Reading,Athletics/Playing Sports,Travelling,Watching Sports,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting","Skill development in a specific field,Networking and professional connections,Academic success and study skills,Work-life balance and time management,Emotional support","Asian,White",Duke International Association (IA) / International students,No,No Preference,Yes,Raliegh/Durham/Chapel Hill,9,5,3,1,5,8,6,8,Amet gravida nec fermentum temporibus massa tellus eleifend temporibus dui accumsan.
2024-07-09 11:27:16,2024-07-09 11:27:16,Survey Test,,100,0,True,2024-07-09 11:27:16,R_9sK4wNCSGSCBYXQ,,,,,,,test,,,phasellus,curabitur,venenatis,pellentesque,Justo dolo,testemail@qemailserver.com,"Trinity,Pratt","Class of 1992,Class of 1983,Class of 1982",4+,"Classical Languages,Computational Media,Sociology","Italian Studies,Photography","Child Policy Research,Documentary Studies,Energy and the Environment",Nursing,MA (Master of Arts),"Cooking/Baking,Gardening,Pets,Athletics/Playing Sports,Volunteering,Movies/TV,Performing Arts","Career exploration and decision-making,Personal growth and self-improvement,Work-life balance and time management",Asian,"NPHC (African American Greek letter organizations),Duke International Association (IA) / International students",Yes,Yes,No,EU,9,7,0,6,8,2,6,0,Sem pede proin. At tempor orci ultrices in fermentum facilisi accusamus atque vehicula.
2024-07-09 11:27:16,2024-07-09 11:27:17,Survey Test,,100,1,True,2024-07-09 11:27:17,R_0BzbHbrTnrfnKPY,,,,,,,test,,,scelerisque,venenatis,porttitor,consectetuer,Quis integ,testemail@qemailserver.com,School of Law,Class of 1965,1,"Biomedical Engineering,Environmental Engineering,Medieval and Renaissance Studies","Global Cultural Studies,Medieval and Renaissance Studies,Photography","Decision Sciences,Latin American Studies","Consulting and professional services,Media, Entertainment, and Sports,Private Equity","PhD (Doctor of Philosophy),Psy.D (Doctor of Psychology),MPA (Master of Public Administration)","Cooking/Baking,Family Time,Fashion,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management","Hispanic or Latinx,Native American or American Indian,Prefer not to answer","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",Yes,No Preference,Yes,Chicago IL,9,4,6,2,9,9,10,7,Malesuada molestie felis placerat. Non. Porttitor integer elementum? Pretium ipsum. Tempus? Erat! Wisi ridiculus.
2024-07-09 11:27:17,2024-07-09 11:27:17,Survey Test,,100,0,True,2024-07-09 11:27:17,R_4MDO4kIqhpLNqD4,,,,,,,test,,,pellentesque,suspendisse,ultricies,curabitur,Viverra? N,testemail@qemailserver.com,"Sanford,School of Nursing","Class of 1999,Class of 1961",4+,"Ancient Religion and Society,Civil Engineering","Medical Sociology,Visual Arts",Human Rights,"Energy and utilities,Biotechnology,Military","None / Not listed,DVM (Doctor of Veterinary Medicine)","Cooking/Baking,Family Time,Gaming,Pets,Reading,Athletics/Playing Sports,Music/Dance,Watching Sports,Performing Arts,Fishing/Hunting","Skill development in a specific field,Networking and professional connections,Academic success and study skills,Emotional support","Middle Eastern,Prefer not to answer",Duke International Association (IA) / International students,No,Yes,Yes,Boston MA,7,1,6,6,5,10,0,8,Eros? Primis turpis dapibus lacus rutrum malesuada natoque pretium enim ac.
2024-07-09 11:27:17,2024-07-09 11:27:17,Survey Test,,100,0,True,2024-07-09 11:27:18,R_7PZltPpL1yLxFyu,,,,,,,test,,,temporibus,elementum,ridiculus,ullamcorper,Nibh maece,testemail@qemailserver.com,"Sanford,Divinity School","Class of 2012,Class of 2002,Class of 1955",4+,International Comparative Studies,"Brazilian and Global Portuguese Studies,Sociology","Digital Intelligence,Innovation and Entrepreneurship,Latin American Studies","Environmental Science,Military,Physical Therapy","MPA (Master of Public Administration),DVM (Doctor of Veterinary Medicine)",Travelling,"Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Emotional support",Asian Pacific Islander,"None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC)",Yes,Yes,Yes,Miami/Central Florida/Tampa Bay,2,5,4,5,5,8,0,4,Metus! Et elit justo porttitor magnis donec odio donec tempus.
2024-07-09 11:27:18,2024-07-09 11:27:18,Survey Test,,100,0,True,2024-07-09 11:27:18,R_1NzW03tIxoMrO0S,,,,,,,test,,,imperdiet,consequat,dignissim,dignissim,"Vel morbi ",testemail@qemailserver.com,School of Nursing,Class of 1954,2,"Environmental Engineering,Physics","African and African American Studies,Finance,Visual Arts","Aerospace Engineering,Child Policy Research","Media, Entertainment, and Sports,Transportation and logistics,STEM",MSW (Master of Social Work),Movies/TV,"Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Emotional support","Asian,Black or African-American,Prefer not to answer","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",No,Yes,Yes,Charlotte NC,8,5,1,8,3,6,7,5,Elementum phasellus pellentesque culpa placerat culpa convallis nonummy urna arcu. Consequat convallis? Vulputate suspendisse.
2024-07-09 11:27:18,2024-07-09 11:27:18,Survey Test,,100,0,True,2024-07-09 11:27:18,R_e2kSrCNPaYxwVkq,,,,,,,test,,,consectetuer,imperdiet,scelerisque,pellentesque,Facilisi r,testemail@qemailserver.com,"School of Medicine,School of Law,The Graduate School","Class of 1971,Class of 1961,Class of 1955",2,"Classical Languages,Slavic and Eurasian Studies",Latin,"Energy and the Environment,Materials Science and Engineering","Manufacturing and engineering,Artificial Intelligence / Machine Learning / Data Science,Research and Development",MD (Doctor of Medicine),Movies/TV,"Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support","Asian,Native American or American Indian","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",Yes,Yes,No,Pacific Northwest/Seattle,3,6,3,7,9,7,1,6,Accumsan tortor potenti eros eu. Duis cursus. Dolor posuere a. Sit aliquet lectus.
2024-07-09 11:27:18,2024-07-09 11:27:19,Survey Test,,100,1,True,2024-07-09 11:27:19,R_1zcht01OqTIqNBs,,,,,,,test,,,porttitor,curabitur,ridiculus,elementum,Magna vive,testemail@qemailserver.com,"Sanford,School of Law","Class of 1998,Class of 1993,Class of 1974",1,"Asian and Middle Eastern Studies,Spanish Latin American and Latinx Studies","Finance,Music","Ethics and Society,Robotics and Automation,Sustainability Engagement","Medical,Fashion and apparel","MHA (Master of Healthcare Administration),MSW (Master of Social Work),DVM (Doctor of Veterinary Medicine)","Cooking/Baking,Family Time,Fashion,Fitness,Athletics/Playing Sports,Travelling,Movies/TV","Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support","Asian,Native American or American Indian,White","NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Dance Team,Selective Living Groups (SLG)",Yes,Yes,Yes,Southern California,3,7,2,7,10,1,1,1,"Magna euismod malesuada! Fusce, donec facilisis proin eros maecenas. Ut scelerisque."
2024-07-09 11:27:19,2024-07-09 11:27:19,Survey Test,,100,0,True,2024-07-09 11:27:19,R_8oYHMW0jFVZDAHQ,,,,,,,test,,,ultricies,phasellus,consectetuer,curabitur,Sem. Morbi,testemail@qemailserver.com,The Graduate School,"Class of 2005,Class of 1984",3,"Spanish Latin American and Latinx Studies,Undecided","Italian Studies,Mathematics,Statistical Science","Information Science and Information Studies,Science and the Public","Fashion and apparel,Agriculture and Food Science,Venture Capital","JD (Juris Doctorate/Law),MSN (Master of Science in Nursing)","Fitness,Gaming",Personal growth and self-improvement,"Middle Eastern,Native American or American Indian",None of the below,Yes,No Preference,No,China,9,9,6,8,6,2,4,7,Leo tortor? Et eleifend tempora ac luctus? Ipsum porta lectus sagittis.
2024-07-09 11:27:19,2024-07-09 11:27:19,Survey Test,,100,0,True,2024-07-09 11:27:19,R_3pER4Ik5207kL3w,,,,,,,test,,,scelerisque,vulputate,sollicitudin,curabitur,Tortor dic,testemail@qemailserver.com,School of Nursing,"Class of 2019,Class of 1953",4+,Mechanical Engineering,"Asian and Middle Eastern Studies,Classical Archaeology,Musical Theater","None,Documentary Studies,Islamic Studies","Marketing / Advertising,STEM",MEM (Master of Environmental Management),"Family Time,Fashion,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Athletics/Playing Sports,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support",Asian,"Greek Life (IFC/Panhel),Selective Living Groups (SLG)",Yes,Yes,No,Washington DC,8,0,6,4,3,1,7,3,"Non cursus vulputate gravida cursus cras ridiculus viverra, vestibulum tempor."
2024-07-09 11:27:20,2024-07-09 11:27:20,Survey Test,,100,0,True,2024-07-09 11:27:20,R_82Pgt9cxYkdh1gW,,,,,,,test,,,porttitor,suspendisse,imperdiet,malesuada,"In sapien ",testemail@qemailserver.com,"Sanford,Nicholas School of the Environment","Class of 1975,Class of 1974",1,Environmental Sciences,"Brazilian and Global Portuguese Studies,Musical Theater,Physics",Markets and Management,"Non-profit and Social Services,Fashion and apparel,Biotechnology",Psy.D (Doctor of Psychology),Performing Arts,"Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Work-life balance and time management,Emotional support","Asian Pacific Islander,Native American or American Indian,White","NPHC (African American Greek letter organizations),Selective Living Groups (SLG)",Yes,No Preference,No,UK,3,6,6,0,6,10,6,8,Luctus dapibus quam magnis fringilla felis. Per. Diam phasellus ultricies etiam elementum mauris auctor. Aliquet.
2024-07-09 11:27:20,2024-07-09 11:27:20,Survey Test,,100,0,True,2024-07-09 11:27:20,R_1WYgtxBfC6WWgxo,,,,,,,test,,,porttitor,consectetuer,scelerisque,imperdiet,"Dignissim ",testemail@qemailserver.com,"School of Nursing,Nicholas School of the Environment","Class of 2000,Class of 1998",3,"Gender Sexuality and Feminist Studies,Sociology","Creative Writing,History,Spanish Studies","Digital Intelligence,Energy and the Environment,Human Rights",Construction,"MS (Master of Science),MEd (Master of Education)","Cooking/Baking,Fashion,Fitness,Gaming,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Performing Arts,Time with Friends,Fishing/Hunting","Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support","Asian,Black or African-American,White","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",No,No Preference,Yes,Chicago IL,6,1,8,7,7,4,2,10,Fermentum porttitor magna euismod pede? Eleifend tellus aenean. Pharetra pharetra eros temporibus sit lectus.
2024-07-09 11:27:20,2024-07-09 11:27:20,Survey Test,,100,0,True,2024-07-09 11:27:21,R_bsjsKRe5GVeh8NM,,,,,,,test,,,suspendisse,fringilla,elementum,scelerisque,"Vitae, ut,",testemail@qemailserver.com,"Trinity,School of Nursing,DKU",Class of 1958,1,Linguistics,"Inequality Studies,Sexuality Studies","Decision Sciences,Policy Journalism and Media Studies","Fashion and apparel,Private Equity,Religion",Psy.D (Doctor of Psychology),"Gaming,Gardening,Watching Sports","Skill development in a specific field,Networking and professional connections,Academic success and study skills,Work-life balance and time management",Other,"NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel),Duke International Association (IA) / International students",No,Yes,No,China,3,6,8,0,2,2,1,2,Wisi rutrum consectetuer nullam! Ante aenean etiam. Neque nibh quam.
2024-07-09 11:27:21,2024-07-09 11:27:21,Survey Test,,100,0,True,2024-07-09 11:27:21,R_8Io2noFyWkEPuNE,,,,,,,test,,,convallis,facilisis,ultricies,convallis,Turpis imp,testemail@qemailserver.com,"Sanford,School of Medicine,School of Nursing","Class of 1983,Class of 1955",4+,"Biophysics,International Comparative Studies,Linguistics",Spanish Studies,"Human Rights,Markets and Management",Consulting and professional services,MPA (Master of Public Administration),"Travelling,Visual Arts/Crafts,Performing Arts,Time with Friends","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support",White,"None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",Yes,No Preference,No,Nashville TN,4,4,9,3,8,7,6,9,"Mi est consequat suspendisse! Ab molestie, integer lorem primis augue faucibus scelerisque culpa sodales."
2024-07-09 11:27:21,2024-07-09 11:27:21,Survey Test,,100,0,True,2024-07-09 11:27:21,R_cCLCHYK12oJixDM,,,,,,,test,,,ultricies,convallis,accusamus,vestibulum,Pharetra m,testemail@qemailserver.com,"Nicholas School of the Environment,DKU","Class of 1975,Class of 1972",1,English,"Computational Biology and Bioinformatics,Physics,Religious Studies","Philosophy Politics and Economics,Science and the Public","Manufacturing and engineering,Private Equity","MBA (Masters of Business Administration),JD (Juris Doctorate/Law),MEng (Master of Engineering)","Cooking/Baking,Family Time,Fashion,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting","Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Emotional support",Black or African-American,"None of the below,NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Selective Living Groups (SLG)",Yes,No Preference,Yes,Baltimore MD,9,6,3,8,1,5,7,4,"Natoque erat non metus! Ab quis magnis phasellus aliquam felis, quis ante suspendisse cursus. Gravida."
2024-07-09 11:27:21,2024-07-09 11:27:22,Survey Test,,100,1,True,2024-07-09 11:27:22,R_9RbhqjQWNB3Fn26,,,,,,,test,,,temporibus,convallis,ullamcorper,consectetuer,Turpis a l,testemail@qemailserver.com,Sanford,"Class of 1994,Class of 1970",4+,"Environmental Sciences and Policy,Spanish Latin American and Latinx Studies","Chemistry,Electrical and Computer Engineering",Digital Intelligence,"Finance / Investment / Banking,Veterinary Medicine","MA (Master of Arts),MEM (Master of Engineering Management)","Travelling,Visual Arts/Crafts,Watching Sports,Time with Friends","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Personal growth and self-improvement,Work-life balance and time management,Emotional support","Black or African-American,Native American or American Indian","None of the below,Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",No,Yes,Yes,Chicago IL,7,4,9,2,4,0,4,5,Pellentesque nullam interdum tempor eros volutpat? Vitae velit mauris vulputate auctor.
2024-07-09 11:27:22,2024-07-09 11:27:22,Survey Test,,100,0,True,2024-07-09 11:27:22,R_7PZbSGGblFy8tqC,,,,,,,test,,,fermentum,consequat,ultricies,tincidunt,Molestie a,testemail@qemailserver.com,"Trinity,School of Law","Class of 1981,Class of 1977,Class of 1951",3,"Biology,Environmental Sciences and Policy","Environmental Sciences and Policy,Visual and Media Studies","Documentary Studies,East Asian Studies",Hospitality and tourism,"MEM (Master of Environmental Management),MPA (Master of Public Administration)","Fitness,Gaming,Gardening,Athletics/Playing Sports,Visual Arts/Crafts,Music/Dance,Movies/TV,Performing Arts,Time with Friends",Personal growth and self-improvement,"Asian Pacific Islander,Middle Eastern","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Duke International Association (IA) / International students,Dance Team",No,Yes,Yes,Philadelphia and Mid/Southern New Jersey,5,0,5,3,6,5,2,2,Ullamcorper natoque euismod temporibus dignissim dolorem ultrices. Interdum. Vel velit ridiculus dolorem leo justo rhoncus.
2024-07-09 11:27:22,2024-07-09 11:27:22,Survey Test,,100,0,True,2024-07-09 11:27:22,R_aaEFd0tscuzmE8m,,,,,,,test,,,fermentum,vestibulum,ridiculus,porttitor,Per? Aliqu,testemail@qemailserver.com,"School of Medicine,School of Nursing,Nicholas School of the Environment","Class of 2009,Class of 1999,Class of 1964",3,"Ancient Religion and Society,Mathematics","Classical Civilization,Religious Studies,Visual Arts","Health Policy,Latin American Studies",Marketing / Advertising,"None / Not listed,MPH (Master of Public Health)",Volunteering,Emotional support,"Asian Pacific Islander,Hispanic or Latinx,Native American or American Indian","NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team",Yes,Yes,Yes,Northern California,6,9,6,9,8,3,1,7,Pede urna tempora amet porttitor! Fermentum nulla nibh. Accumsan. Duis bibendum. Auctor.
2024-07-09 11:27:23,2024-07-09 11:27:23,Survey Test,,100,0,True,2024-07-09 11:27:23,R_0P1vAjS7Jwj8rpY,,,,,,,test,,,tincidunt,suspendisse,malesuada,fermentum,Faucibus p,testemail@qemailserver.com,"Sanford,School of Nursing,School of Law",Class of 2013,1,Sociology,Sexuality Studies,"Child Policy Research,Decision Sciences,Information Science and Information Studies","Politics / Government and public sector,Physical Therapy","MA (Master of Arts),MHA (Master of Healthcare Administration),MSW (Master of Social Work)","Family Time,Fashion,Fitness,Gaming,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Movies/TV,Time with Friends,Fishing/Hunting","Career exploration and decision-making,Networking and professional connections","Hispanic or Latinx,Native American or American Indian,White","None of the below,Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Selective Living Groups (SLG)",Yes,Yes,Yes,Houston/Dallas/Austin,2,6,8,4,9,7,3,1,A vulputate dictumst imperdiet molestie quis! Dapibus porttitor molestie volutpat aliquet luctus sodales massa.
2024-07-09 11:27:23,2024-07-09 11:27:23,Survey Test,,100,0,True,2024-07-09 11:27:23,R_2ltNzGfv5TP9WnA,,,,,,,test,,,ridiculus,tincidunt,malesuada,convallis,Dapibus ac,testemail@qemailserver.com,"The Graduate School,DKU","Class of 1987,Class of 1978",3,"Classical Languages,Neuroscience","Marine Science and Conservation,Mathematics,Russian and East European Literatures in Translation","Innovation and Entrepreneurship,Philosophy Politics and Economics",Academia/Higher Ed,MEM (Master of Engineering Management),"Cooking/Baking,Family Time,Fashion,Fitness,Outdoor Activities/Hiking/Camping,Volunteering,Watching Sports,Movies/TV","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support","Hispanic or Latinx,Prefer not to answer","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",No,No Preference,Yes,EU,9,4,9,5,7,9,6,3,Commodo curabitur ultricies? Euismod montes morbi ligula fringilla phasellus blandit malesuada dignissim donec. Ipsum.
2024-07-09 11:27:23,2024-07-09 11:27:23,Survey Test,,100,0,True,2024-07-09 11:27:24,R_06dCl93cRAwRqJ0,,,,,,,test,,,consectetuer,curabitur,malesuada,convallis,Ligula per,testemail@qemailserver.com,Pratt,Class of 1957,1,"Earth and Climate Sciences,International Comparative Studies",French Studies,Robotics and Automation,Religion,"MS (Master of Science),MEM (Master of Environmental Management)","Cooking/Baking,Family Time,Fitness,Volunteering,Music/Dance,Watching Sports,Movies/TV","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Work-life balance and time management,Emotional support",White,"None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",Yes,No Preference,Yes,Nashville TN,9,7,8,4,1,7,2,0,Elementum tortor aliquam malesuada erat erat nibh montes cras consequat.
2024-07-09 11:27:24,2024-07-09 11:27:24,Survey Test,,100,0,True,2024-07-09 11:27:24,R_cYndgrwnW8gx19Y,,,,,,,test,,,ullamcorper,fermentum,fringilla,elementum,Velit maur,testemail@qemailserver.com,"Trinity,Fuqua,Sanford",Class of 2023,1,"Ancient Religion and Society,Computer Science,German",African and African American Studies,"Ethics and Society,Philosophy Politics and Economics","Military,International Relations,Dentistry","PhD (Doctor of Philosophy),MPP (Master of Public Policy),MSW (Master of Social Work)","Gardening,Outdoor Activities/Hiking/Camping,Pets,Watching Sports,Time with Friends","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support","Asian,Asian Pacific Islander,White",None of the below,No,Yes,Yes,Nashville TN,8,0,4,6,8,8,8,1,"Suspendisse, sodales quam sollicitudin metus ac enim? Volutpat! Potenti metus."
2024-07-09 11:27:24,2024-07-09 11:27:24,Survey Test,,100,0,True,2024-07-09 11:27:24,R_eR3NwdzLzSXfB4y,,,,,,,test,,,ullamcorper,porttitor,scelerisque,suspendisse,"Praesent, ",testemail@qemailserver.com,DKU,"Class of 2023,Class of 1991,Class of 1981",3,"Brazilian and Global Portuguese Studies,Music,Slavic and Eurasian Studies",Finance,"Documentary Studies,Science and the Public","Technology / Software / IT,Transportation and logistics,Pharmaceutical","None / Not listed,MFA (Master of Fine Arts)",Pets,"Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support","Middle Eastern,White","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Selective Living Groups (SLG)",No,Yes,Yes,Northern California,7,9,6,6,6,10,8,8,"Porttitor pellentesque mi felis blandit, sapien rhoncus vestibulum egestas proin? Lectus accusamus risus posuere? Porttitor."
